UF;COD_UF;CÓDI52;NOME;População;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educação
MG;31;3126406;Fortuna de Minas;2.893;0.696;0.651;0.845;0.613
MG;31;3126505;Francisco Badaró;10.550;0.622;0.575;0.793;0.527
MG;31;3126604;Francisco Dumont;5.160;0.625;0.596;0.797;0.513
MG;31;3126703;Francisco Sá;26.217;0.654;0.605;0.808;0.572
MG;31;3126752;Franciscópolis;5.745;0.603;0.581;0.802;0.471
MG;31;3126802;Frei Gaspar;6.028;0.590;0.569;0.799;0.452
MG;31;3126901;Frei Inocêncio;9.487;0.648;0.624;0.779;0.559
MG;31;3126950;Frei Lagonegro;3.487;0.543;0.519;0.749;0.412
MG;31;3127008;Fronteira;16.399;0.684;0.693;0.871;0.530
MG;31;3127057;Fronteira dos Vales;4.754;0.592;0.556;0.813;0.460
MG;31;3127073;Fruta de Leite;5.809;0.544;0.548;0.792;0.370
MG;31;3127107;Frutal;57.795;0.730;0.730;0.865;0.615
MG;31;3127206;Funilândia;4.196;0.655;0.612;0.844;0.545
MG;31;3127305;Galiléia;7.061;0.654;0.645;0.795;0.546
MG;31;3127339;Gameleiras;5.255;0.650;0.559;0.796;0.618
MG;31;3127354;Glaucilândia;3.130;0.679;0.579;0.812;0.667
MG;31;3127370;Goiabeira;3.279;0.647;0.628;0.799;0.539
MG;31;3127388;Goianá;3.903;0.716;0.682;0.835;0.644
MG;31;3127404;Gonçalves;4.391;0.683;0.671;0.833;0.570
MG;31;3127503;Gonzaga;6.188;0.606;0.558;0.774;0.516
MG;31;3127602;Gouveia;12.048;0.681;0.622;0.833;0.609
MG;31;3127701;Governador Valadares;278.363;0.727;0.714;0.834;0.644
MG;31;3127800;Grão Mogol;15.805;0.604;0.579;0.791;0.482
MG;31;3127909;Grupiara;1.416;0.731;0.679;0.844;0.682
MG;31;3128006;Guanhães;33.562;0.686;0.683;0.820;0.576
MG;31;3128105;Guapé;14.407;0.679;0.661;0.831;0.570
MG;31;3128204;Guaraciaba;10.532;0.751;0.754;0.871;0.646
MG;31;3128253;Guaraciama;4.962;0.677;0.586;0.807;0.655
MG;31;3128303;Guaranésia;19.340;0.701;0.693;0.845;0.589
MG;31;3128402;Guarani;9.014;0.677;0.685;0.849;0.533
MG;31;3128501;Guarará;3.963;0.652;0.650;0.802;0.532
MG;31;3128600;Guarda-Mor;6.738;0.690;0.709;0.829;0.558
MG;31;3128709;Guaxupé;51.911;0.751;0.729;0.880;0.659
MG;31;3128808;Guidoval;7.327;0.683;0.669;0.837;0.569
MG;31;3128907;Guimarânia;7.831;0.693;0.681;0.825;0.592
MG;31;3129004;Guiricema;8.773;0.674;0.654;0.812;0.576
MG;31;3129103;Gurinhatã;6.047;0.680;0.691;0.865;0.525
MG;31;3129202;Heliodora;6.492;0.657;0.656;0.822;0.527
MG;31;3129301;Iapu;10.870;0.654;0.639;0.819;0.535
MG;31;3129400;Ibertioga;5.156;0.657;0.606;0.834;0.560
MG;31;3129509;Ibiá;24.784;0.718;0.736;0.877;0.573
MG;31;3129608;Ibiaí;8.312;0.614;0.565;0.795;0.516
MG;31;3129657;Ibiracatu;6.206;0.591;0.537;0.786;0.489
MG;31;3129707;Ibiraci;13.305;0.706;0.696;0.855;0.591
MG;31;3129806;Ibirité;173.873;0.704;0.673;0.840;0.616
MG;31;3129905;Ibitiúra de Minas;3.520;0.674;0.658;0.802;0.579
MG;31;3130002;Ibituruna;3.000;0.675;0.639;0.823;0.584
MG;31;3130051;Icaraí de Minas;11.633;0.624;0.570;0.799;0.533
MG;31;3130101;Igarapé;39.774;0.698;0.686;0.844;0.588
MG;31;3130200;Igaratinga;10.286;0.651;0.682;0.842;0.481
MG;31;3130309;Iguatama;8.192;0.707;0.695;0.825;0.616
MG;31;3130408;Ijaci;6.348;0.714;0.663;0.840;0.654
MG;31;3130507;Ilicínea;12.217;0.680;0.665;0.827;0.571
MG;31;3130556;Imbé de Minas;6.823;0.553;0.572;0.744;0.397
MG;31;3130606;Inconfidentes;7.290;0.692;0.688;0.843;0.572
MG;31;3130655;Indaiabira;7.526;0.610;0.575;0.804;0.490
MG;31;3130705;Indianópolis;6.693;0.724;0.707;0.835;0.642
MG;31;3130804;Ingaí;2.764;0.697;0.694;0.858;0.569
MG;31;3130903;Inhapim;24.835;0.658;0.642;0.829;0.535
MG;31;3131000;Inhaúma;6.158;0.702;0.657;0.845;0.624
MG;31;3131109;Inimutaba;7.397;0.664;0.625;0.810;0.579
MG;31;3131158;Ipaba;18.068;0.665;0.630;0.829;0.562
MG;31;3131208;Ipanema;19.464;0.693;0.670;0.848;0.586
MG;31;3131307;Ipatinga;257.345;0.771;0.752;0.864;0.705
MG;31;3131406;Ipiaçu;4.269;0.696;0.680;0.814;0.610
MG;31;3131505;Ipuiúna;10.038;0.686;0.723;0.866;0.516
MG;31;3131604;Iraí de Minas;6.886;0.695;0.705;0.847;0.563
MG;31;3131703;Itabira;117.634;0.756;0.729;0.873;0.678
MG;31;3131802;Itabirinha;11.367;0.653;0.625;0.838;0.531
MG;31;3131901;Itabirito;49.768;0.730;0.737;0.828;0.638
MG;31;3132008;Itacambira;5.310;0.628;0.570;0.791;0.550
MG;31;3132107;Itacarambi;18.383;0.641;0.593;0.787;0.564
MG;31;3132206;Itaguara;13.172;0.691;0.697;0.836;0.567
MG;31;3132305;Itaipé;12.572;0.552;0.570;0.759;0.388
MG;31;3132404;Itajubá;96.020;0.787;0.767;0.884;0.718
MG;31;3132503;Itamarandiba;34.253;0.646;0.618;0.798;0.547
MG;31;3132602;Itamarati de Minas;4.318;0.688;0.677;0.841;0.572
MG;31;3132701;Itambacuri;23.585;0.634;0.616;0.784;0.527
MG;31;3132800;Itambé do Mato Dentro;2.242;0.634;0.605;0.823;0.513
MG;31;3132909;Itamogi;10.535;0.674;0.665;0.810;0.568
MG;31;3133006;Itamonte;15.136;0.705;0.695;0.853;0.591
MG;31;3133105;Itanhandu;15.105;0.739;0.720;0.871;0.643
MG;31;3133204;Itanhomi;12.340;0.650;0.656;0.831;0.503
MG;31;3133303;Itaobim;21.564;0.629;0.613;0.787;0.516
MG;31;3133402;Itapagipe;14.784;0.723;0.728;0.861;0.603
MG;31;3133501;Itapecerica;22.109;0.713;0.692;0.846;0.618
MG;31;3133600;Itapeva;9.436;0.732;0.702;0.803;0.697
MG;31;3133709;Itatiaiuçu;10.781;0.677;0.661;0.833;0.563
MG;31;3133758;Itaú de Minas;15.897;0.776;0.761;0.862;0.711
MG;31;3133808;Itaúna;91.453;0.758;0.749;0.850;0.685
MG;31;3133907;Itaverava;5.758;0.627;0.613;0.811;0.496
MG;31;3134004;Itinga;15.059;0.600;0.559;0.797;0.484
MG;31;3134103;Itueta;6.087;0.635;0.640;0.825;0.485
MG;31;3134202;Ituiutaba;103.333;0.739;0.745;0.840;0.644
MG;31;3134301;Itumirim;6.237;0.726;0.675;0.840;0.675
MG;31;3134400;Iturama;37.700;0.747;0.730;0.848;0.674
MG;31;3134509;Itutinga;3.950;0.727;0.703;0.878;0.622
MG;31;3134608;Jaboticatubas;19.052;0.681;0.694;0.837;0.543
MG;31;3134707;Jacinto;12.537;0.620;0.595;0.807;0.496
MG;31;3134806;Jacuí;7.783;0.668;0.682;0.810;0.540
MG;31;3134905;Jacutinga;24.930;0.726;0.703;0.855;0.636
MG;31;3135001;Jaguaraçu;3.136;0.679;0.667;0.856;0.548
MG;31;3135050;Jaíba;37.054;0.638;0.619;0.789;0.531
MG;31;3135076;Jampruca;5.361;0.609;0.605;0.781;0.479
MG;31;3135100;Janaúba;70.886;0.696;0.654;0.796;0.649
MG;31;3135209;Januária;68.247;0.658;0.611;0.820;0.568
MG;31;3135308;Japaraíba;4.241;0.721;0.677;0.844;0.656
MG;31;3135357;Japonvar;8.643;0.608;0.556;0.786;0.514
MG;31;3135407;Jeceaba;5.294;0.661;0.629;0.844;0.544
MG;31;3135456;Jenipapo de Minas;7.580;0.624;0.588;0.793;0.520
MG;31;3135506;Jequeri;12.946;0.601;0.607;0.794;0.451
MG;31;3135605;Jequitaí;7.975;0.643;0.605;0.797;0.552
MG;31;3135704;Jequitibá;5.313;0.689;0.777;0.854;0.492
MG;31;3135803;Jequitinhonha;25.365;0.615;0.619;0.817;0.461
MG;31;3135902;Jesuânia;4.899;0.658;0.675;0.831;0.507
MG;31;3136009;Joaíma;15.562;0.587;0.572;0.789;0.448
MG;31;3136108;Joanésia;5.143;0.626;0.616;0.803;0.495
MG;31;3136207;João Monlevade;78.583;0.758;0.724;0.849;0.708
MG;31;3136306;João Pinheiro;48.179;0.697;0.683;0.788;0.630
MG;31;3136405;Joaquim Felício;4.607;0.637;0.642;0.824;0.489
MG;31;3136504;Jordânia;10.826;0.628;0.613;0.797;0.506
MG;31;3136520;José Gonçalves de Minas;4.643;0.632;0.597;0.764;0.553
MG;31;3136553;José Raydan;4.793;0.617;0.596;0.799;0.493
MG;31;3136579;Josenópolis;4.830;0.564;0.541;0.782;0.424
MG;31;3136652;Juatuba;25.087;0.717;0.670;0.849;0.649
MG;31;3136702;Juiz de Fora;555.284;0.778;0.784;0.844;0.711
MG;31;3136801;Juramento;4.325;0.669;0.601;0.808;0.617
MG;31;3136900;Juruaia;10.125;0.723;0.794;0.860;0.553
MG;31;3136959;Juvenília;5.861;0.592;0.535;0.776;0.501
MG;31;3137007;Ladainha;17.976;0.541;0.537;0.754;0.391
MG;31;3137106;Lagamar;7.799;0.718;0.692;0.839;0.637
MG;31;3137205;Lagoa da Prata;50.197;0.732;0.720;0.832;0.655
MG;31;3137304;Lagoa dos Patos;4.272;0.634;0.593;0.773;0.556
MG;31;3137403;Lagoa Dourada;12.938;0.676;0.672;0.828;0.554
MG;31;3137502;Lagoa Formosa;18.037;0.703;0.717;0.832;0.582
MG;31;3137536;Lagoa Grande;9.294;0.679;0.678;0.812;0.568
MG;31;3137601;Lagoa Santa;59.770;0.777;0.790;0.857;0.693
MG;31;3137700;Lajinha;20.262;0.661;0.659;0.810;0.541
MG;31;3137809;Lambari;20.671;0.711;0.693;0.871;0.596
MG;31;3137908;Lamim;3.511;0.655;0.623;0.828;0.546
MG;31;3138005;Laranjal;6.799;0.714;0.694;0.857;0.613
MG;31;3138104;Lassance;6.663;0.629;0.614;0.795;0.511
MG;31;3138203;Lavras;100.243;0.782;0.757;0.880;0.719
MG;31;3138302;Leandro Ferreira;3.298;0.710;0.707;0.875;0.579
MG;31;3138351;Leme do Prado;4.983;0.670;0.602;0.779;0.640
MG;31;3138401;Leopoldina;53.145;0.726;0.696;0.867;0.635
MG;31;3138500;Liberdade;5.346;0.672;0.679;0.834;0.537
MG;31;3138609;Lima Duarte;16.829;0.710;0.705;0.861;0.590
MG;31;3138625;Limeira do Oeste;7.383;0.710;0.693;0.834;0.620
MG;31;3138658;Lontra;8.938;0.646;0.589;0.794;0.577
MG;31;3138674;Luisburgo;6.408;0.608;0.610;0.809;0.455
MG;31;3138682;Luislândia;6.710;0.614;0.568;0.799;0.509
MG;31;3138708;Luminárias;5.571;0.678;0.656;0.821;0.578
MG;31;3138807;Luz;18.290;0.724;0.723;0.833;0.630
MG;31;3138906;Machacalis;7.219;0.640;0.607;0.783;0.552
MG;31;3139003;Machado;41.368;0.715;0.719;0.848;0.600
MG;31;3139102;Madre de Deus de Minas;5.124;0.699;0.667;0.856;0.598
MG;31;3139201;Malacacheta;19.191;0.618;0.609;0.768;0.505
MG;31;3139250;Mamonas;6.591;0.618;0.565;0.779;0.537
MG;31;3139300;Manga;19.622;0.642;0.624;0.799;0.530
MG;31;3139409;Manhuaçu;86.844;0.689;0.692;0.839;0.563
MG;31;3139508;Manhumirim;22.577;0.697;0.679;0.846;0.589
MG;31;3139607;Mantena;28.061;0.675;0.666;0.803;0.575
MG;31;3139805;Mar de Espanha;12.572;0.684;0.694;0.825;0.558
MG;31;3139706;Maravilhas;7.744;0.672;0.645;0.845;0.558
MG;31;3139904;Maria da Fé;14.518;0.702;0.646;0.842;0.637
MG;31;3140001;Mariana;58.802;0.742;0.705;0.874;0.664
MG;31;3140100;Marilac;4.275;0.615;0.609;0.781;0.488
MG;31;3140159;Mário Campos;14.624;0.699;0.680;0.833;0.604
MG;31;3140209;Maripá de Minas;2.950;0.680;0.668;0.847;0.555
MG;31;3140308;Marliéria;4.127;0.657;0.629;0.838;0.537
MG;31;3140407;Marmelópolis;2.938;0.650;0.615;0.806;0.553
MG;31;3140506;Martinho Campos;13.314;0.669;0.688;0.844;0.515
MG;31;3140530;Martins Soares;7.968;0.635;0.619;0.809;0.512
MG;31;3140555;Mata Verde;8.425;0.581;0.581;0.749;0.450
MG;31;3140605;Materlândia;4.645;0.597;0.557;0.769;0.497
MG;31;3140704;Mateus Leme;30.155;0.704;0.688;0.839;0.604
MG;31;3171501;Mathias Lobato;3.373;0.612;0.596;0.795;0.483
MG;31;3140803;Matias Barbosa;14.285;0.720;0.703;0.862;0.616
MG;31;3140852;Matias Cardoso;10.822;0.616;0.584;0.799;0.501
MG;31;3140902;Matipó;18.713;0.631;0.630;0.780;0.511
MG;31;3141009;Mato Verde;12.895;0.662;0.604;0.789;0.610
MG;31;3141108;Matozinhos;36.719;0.731;0.690;0.864;0.654
MG;31;3141207;Matutina;3.851;0.707;0.744;0.859;0.552
MG;31;3141306;Medeiros;3.707;0.711;0.722;0.851;0.584
MG;31;3141405;Medina;21.459;0.624;0.624;0.821;0.475
MG;31;3141504;Mendes Pimentel;6.549;0.626;0.617;0.768;0.518
MG;31;3141603;Mercês;10.813;0.664;0.683;0.831;0.515
MG;31;3141702;Mesquita;5.993;0.737;0.704;0.839;0.678
MG;31;3141801;Minas Novas;31.915;0.633;0.600;0.802;0.528
MG;31;3141900;Minduri;3.964;0.658;0.631;0.805;0.560
MG;31;3142007;Mirabela;13.643;0.665;0.596;0.794;0.622
MG;31;3142106;Miradouro;10.759;0.663;0.645;0.827;0.546
MG;31;3142205;Miraí;14.753;0.680;0.663;0.837;0.567
MG;31;3142254;Miravânia;4.832;0.593;0.544;0.781;0.492
MG;31;3142304;Moeda;4.922;0.638;0.657;0.800;0.494
MG;31;3142403;Moema;7.448;0.721;0.703;0.848;0.629
MG;31;3142502;Monjolos;2.352;0.650;0.612;0.819;0.548
MG;31;3142601;Monsenhor Paulo;8.628;0.721;0.682;0.839;0.654
MG;31;3142700;Montalvânia;15.779;0.613;0.586;0.799;0.492
MG;31;3142809;Monte Alegre de Minas;20.856;0.674;0.699;0.848;0.516
MG;31;3142908;Monte Azul;21.990;0.659;0.611;0.811;0.578
MG;31;3143005;Monte Belo;13.444;0.688;0.677;0.847;0.567
MG;31;3143104;Monte Carmelo;47.937;0.728;0.716;0.868;0.620
MG;31;3143153;Monte Formoso;4.897;0.541;0.523;0.765;0.396
MG;31;3143203;Monte Santo de Minas;21.915;0.710;0.689;0.874;0.595
MG;31;3143401;Monte Sião;23.022;0.724;0.732;0.878;0.590
MG;31;3143302;Montes Claros;394.350;0.770;0.707;0.868;0.744
MG;31;3143450;Montezuma;8.041;0.587;0.587;0.809;0.425
MG;31;3143500;Morada Nova de Minas;8.764;0.696;0.688;0.830;0.590
MG;31;3143609;Morro da Garça;2.630;0.648;0.619;0.816;0.538
MG;31;3143708;Morro do Pilar;3.378;0.597;0.622;0.809;0.422
MG;31;3143807;Munhoz;6.304;0.647;0.634;0.821;0.520
MG;31;3143906;Muriaé;107.263;0.734;0.731;0.853;0.634
MG;31;3144003;Mutum;27.494;0.644;0.635;0.822;0.511
MG;31;3144102;Muzambinho;21.017;0.740;0.723;0.859;0.652
MG;31;3144201;Nacip Raydan;3.266;0.585;0.640;0.831;0.377
MG;31;3144300;Nanuque;41.829;0.701;0.666;0.850;0.609
MG;31;3144359;Naque;6.824;0.675;0.632;0.822;0.592
MG;31;3144375;Natalândia;3.379;0.671;0.641;0.846;0.557
MG;31;3144409;Natércia;4.812;0.693;0.677;0.805;0.612
MG;31;3144508;Nazareno;8.478;0.690;0.662;0.830;0.597
MG;31;3144607;Nepomuceno;26.897;0.667;0.658;0.822;0.549
MG;31;3144656;Ninheira;10.301;0.556;0.525;0.784;0.418
MG;31;3144672;Nova Belém;3.559;0.592;0.563;0.768;0.481
MG;31;3144706;Nova Era;17.998;0.709;0.675;0.825;0.639
MG;31;3144805;Nova Lima;89.900;0.813;0.864;0.885;0.704
MG;31;3144904;Nova Módica;3.792;0.630;0.610;0.779;0.527
MG;31;3145000;Nova Ponte;14.484;0.701;0.734;0.835;0.562
MG;31;3145059;Nova Porteirinha;7.636;0.641;0.584;0.811;0.556
MG;31;3145109;Nova Resende;16.429;0.671;0.687;0.839;0.525
MG;31;3145208;Nova Serrana;89.859;0.715;0.709;0.864;0.597
MG;31;3136603;Nova União;5.779;0.662;0.624;0.818;0.568
MG;31;3145307;Novo Cruzeiro;31.803;0.571;0.562;0.797;0.415
MG;31;3145356;Novo Oriente de Minas;10.807;0.555;0.568;0.754;0.400
MG;31;3145372;Novorizonte;5.255;0.616;0.582;0.804;0.500
MG;31;3145406;Olaria;1.913;0.636;0.638;0.823;0.490
MG;31;3145455;Olhos-d'Água;5.808;0.626;0.607;0.812;0.498
MG;31;3145505;Olímpio Noronha;2.722;0.674;0.656;0.809;0.577
MG;31;3145604;Oliveira;41.562;0.699;0.691;0.842;0.587
MG;31;3145703;Oliveira Fortes;2.182;0.635;0.616;0.794;0.523
MG;31;3145802;Onça de Pitangui;3.179;0.663;0.646;0.806;0.559
MG;31;3145851;Oratórios;4.686;0.637;0.627;0.824;0.500
MG;31;3145877;Orizânia;7.831;0.562;0.551;0.778;0.414
MG;31;3145901;Ouro Branco;38.249;0.764;0.753;0.872;0.680
MG;31;3146008;Ouro Fino;33.390;0.722;0.703;0.861;0.622
MG;31;3146107;Ouro Preto;74.036;0.741;0.721;0.834;0.677
MG;31;3146206;Ouro Verde de Minas;6.128;0.595;0.582;0.789;0.459
MG;31;3146255;Padre Carvalho;6.250;0.599;0.575;0.795;0.471
MG;31;3146305;Padre Paraíso;19.971;0.596;0.556;0.797;0.478
MG;31;3146552;Pai Pedro;6.162;0.590;0.520;0.760;0.520
MG;31;3146404;Paineiras;4.677;0.669;0.691;0.824;0.526
MG;31;3146503;Pains;8.351;0.728;0.717;0.874;0.616
MG;31;3146602;Paiva;1.583;0.720;0.657;0.845;0.672
MG;31;3146701;Palma;6.746;0.703;0.663;0.841;0.623
MG;31;3146750;Palmópolis;6.405;0.565;0.559;0.738;0.437
MG;31;3146909;Papagaios;15.274;0.666;0.650;0.833;0.545
MG;31;3147105;Pará de Minas;91.158;0.725;0.715;0.848;0.628
MG;31;3147006;Paracatu;91.027;0.744;0.704;0.854;0.685
MG;31;3147204;Paraguaçu;21.384;0.715;0.690;0.850;0.623
MG;31;3147303;Paraisópolis;20.710;0.729;0.692;0.852;0.657
MG;31;3147402;Paraopeba;24.110;0.694;0.674;0.793;0.625
MG;31;3147600;Passa Quatro;16.353;0.715;0.683;0.860;0.623
MG;31;3147709;Passa Tempo;8.349;0.687;0.676;0.808;0.594
MG;31;3147501;Passabém;1.753;0.642;0.631;0.787;0.533
MG;31;3147808;Passa-Vinte;2.112;0.648;0.662;0.809;0.507
MG;31;3147907;Passos;113.122;0.756;0.741;0.886;0.658
MG;31;3147956;Patis;5.914;0.614;0.550;0.787;0.534
MG;31;3148004;Patos de Minas;148.762;0.765;0.749;0.855;0.698
MG;31;3148103;Patrocínio;88.648;0.729;0.723;0.852;0.628
MG;31;3148202;Patrocínio do Muriaé;5.617;0.682;0.691;0.796;0.576
MG;31;3148301;Paula Cândido;9.654;0.637;0.632;0.823;0.497
MG;31;3148400;Paulistas;5.000;0.625;0.593;0.791;0.521
MG;31;3148509;Pavão;8.739;0.627;0.599;0.813;0.507
MG;31;3148608;Peçanha;17.836;0.627;0.630;0.787;0.497
MG;31;3148707;Pedra Azul;24.683;0.627;0.596;0.797;0.518
MG;31;3148756;Pedra Bonita;7.051;0.573;0.557;0.740;0.457
MG;31;3148806;Pedra do Anta;3.339;0.624;0.636;0.821;0.466
MG;31;3148905;Pedra do Indaiá;4.021;0.708;0.688;0.843;0.611
MG;31;3149002;Pedra Dourada;2.401;0.655;0.631;0.827;0.539
MG;31;3149101;Pedralva;11.623;0.675;0.677;0.807;0.563
MG;31;3149150;Pedras de Maria da Cruz;11.193;0.614;0.564;0.787;0.521
MG;31;3149200;Pedrinópolis;3.650;0.729;0.719;0.855;0.631
MG;31;3149309;Pedro Leopoldo;62.951;0.757;0.723;0.856;0.700
MG;31;3149408;Pedro Teixeira;1.841;0.637;0.587;0.794;0.555
MG;31;3149507;Pequeri;3.323;0.694;0.692;0.868;0.557
MG;31;3149606;Pequi;4.342;0.674;0.672;0.808;0.564
MG;31;3149705;Perdigão;10.416;0.703;0.711;0.843;0.579
MG;31;3149804;Perdizes;15.639;0.723;0.752;0.880;0.571
MG;31;3149903;Perdões;21.239;0.744;0.710;0.878;0.661
MG;31;3149952;Periquito;7.103;0.651;0.593;0.839;0.555
MG;31;3150000;Pescador;4.293;0.656;0.615;0.831;0.552
MG;31;3150109;Piau;2.868;0.629;0.647;0.824;0.467
MG;31;3150158;Piedade de Caratinga;8.008;0.612;0.621;0.773;0.477
MG;31;3150208;Piedade de Ponte Nova;4.203;0.639;0.616;0.802;0.528
MG;31;3150307;Piedade do Rio Grande;4.723;0.678;0.640;0.820;0.593
MG;31;3150406;Piedade dos Gerais;4.927;0.626;0.645;0.840;0.453
MG;31;3150505;Pimenta;8.655;0.686;0.697;0.832;0.556
MG;31;3150539;Pingo-d'Água;4.789;0.619;0.603;0.744;0.529
MG;31;3150570;Pintópolis;7.540;0.594;0.560;0.799;0.469
MG;31;3150604;Piracema;6.570;0.646;0.646;0.809;0.515
MG;31;3150703;Pirajuba;5.534;0.723;0.748;0.858;0.588
MG;31;3150802;Piranga;17.864;0.600;0.585;0.799;0.461
MG;31;3150901;Piranguçu;5.475;0.685;0.666;0.806;0.599
MG;31;3151008;Piranguinho;8.505;0.717;0.672;0.841;0.651
MG;31;3151107;Pirapetinga;10.818;0.709;0.680;0.841;0.624
MG;31;3151206;Pirapora;56.229;0.731;0.693;0.828;0.680
MG;31;3151305;Piraúba;11.101;0.684;0.673;0.843;0.564
MG;31;3151404;Pitangui;27.273;0.725;0.711;0.870;0.617
MG;31;3151503;Piumhi;34.075;0.737;0.729;0.878;0.625
MG;31;3151602;Planura;11.509;0.712;0.711;0.852;0.597
MG;31;3151701;Poço Fundo;16.775;0.691;0.705;0.866;0.541
MG;31;3151800;Poços de Caldas;163.677;0.779;0.768;0.872;0.706
MG;31;3151909;Pocrane;8.940;0.626;0.614;0.799;0.500
MG;31;3152006;Pompéu;31.178;0.689;0.694;0.834;0.564
MG;31;3152105;Ponte Nova;60.005;0.717;0.714;0.848;0.608
MG;31;3152131;Ponto Chique;4.212;0.606;0.565;0.797;0.493
MG;31;3152170;Ponto dos Volantes;12.016;0.595;0.564;0.781;0.478
MG;31;3152204;Porteirinha;38.720;0.651;0.593;0.796;0.585
MG;31;3152303;Porto Firme;11.107;0.634;0.615;0.804;0.516
MG;31;3152402;Poté;16.502;0.624;0.584;0.809;0.515
MG;31;3152501;Pouso Alegre;143.846;0.774;0.755;0.872;0.704
MG;31;3152600;Pouso Alto;6.236;0.710;0.736;0.847;0.573
MG;31;3152709;Prados;8.919;0.689;0.660;0.865;0.574
MG;31;3152808;Prata;27.469;0.695;0.736;0.852;0.536
MG;31;3152907;Pratápolis;8.930;0.729;0.703;0.862;0.639
MG;31;3153004;Pratinha;3.515;0.721;0.710;0.871;0.607
MG;31;3153103;Presidente Bernardes;5.594;0.757;0.718;0.839;0.719
MG;31;3153202;Presidente Juscelino;3.875;0.614;0.603;0.796;0.483
MG;31;3153301;Presidente Kubitschek;3.056;0.595;0.573;0.787;0.468
MG;31;3153400;Presidente Olegário;19.469;0.701;0.679;0.831;0.611
MG;31;3153608;Prudente de Morais;10.388;0.690;0.658;0.795;0.629
MG;31;3153707;Quartel Geral;3.516;0.683;0.677;0.846;0.557
MG;31;3153806;Queluzito;1.947;0.682;0.669;0.823;0.575
MG;31;3153905;Raposos;16.230;0.730;0.706;0.832;0.661
MG;31;3154002;Raul Soares;24.394;0.655;0.658;0.823;0.520
MG;31;3154101;Recreio;10.667;0.692;0.668;0.841;0.589
MG;31;3154150;Reduto;7.023;0.629;0.647;0.801;0.480
MG;31;3154200;Resende Costa;11.478;0.685;0.689;0.823;0.568
MG;31;3154309;Resplendor;17.675;0.670;0.666;0.833;0.543
MG;31;3154408;Ressaquinha;4.834;0.683;0.638;0.834;0.599
MG;31;3154457;Riachinho;8.274;0.632;0.577;0.795;0.551
MG;31;3154507;Riacho dos Machados;9.658;0.627;0.557;0.808;0.547
MG;31;3154606;Ribeirão das Neves;322.659;0.684;0.658;0.822;0.591
MG;31;3154705;Ribeirão Vermelho;4.026;0.737;0.699;0.850;0.675
MG;31;3154804;Rio Acima;9.924;0.673;0.689;0.870;0.508
MG;31;3154903;Rio Casca;14.247;0.650;0.651;0.813;0.519
MG;31;3155108;Rio do Prado;5.316;0.605;0.573;0.807;0.479
MG;31;3155009;Rio Doce;2.600;0.664;0.644;0.801;0.567
MG;31;3155207;Rio Espera;5.929;0.602;0.575;0.801;0.474
MG;31;3155306;Rio Manso;5.684;0.648;0.676;0.802;0.501
MG;31;3155405;Rio Novo;9.050;0.707;0.671;0.835;0.631
MG;31;3155504;Rio Paranaíba;12.398;0.709;0.725;0.855;0.575
MG;31;3155603;Rio Pardo de Minas;30.732;0.624;0.586;0.798;0.520
MG;31;3155702;Rio Piracicaba;14.602;0.685;0.670;0.794;0.605
MG;31;3155801;Rio Pomba;17.939;0.714;0.694;0.863;0.609
MG;31;3155900;Rio Preto;5.517;0.679;0.665;0.847;0.557
MG;31;3156007;Rio Vermelho;13.597;0.558;0.566;0.787;0.389
MG;31;3156106;Ritápolis;4.891;0.653;0.649;0.815;0.526
MG;31;3156205;Rochedo de Minas;2.263;0.684;0.663;0.849;0.569
MG;31;3156304;Rodeiro;7.653;0.668;0.703;0.797;0.532
MG;31;3156403;Romaria;3.657;0.708;0.722;0.813;0.604
MG;31;3156452;Rosário da Limeira;4.525;0.662;0.653;0.812;0.548
MG;31;3156502;Rubelita;7.093;0.582;0.552;0.808;0.443
MG;31;3156601;Rubim;10.330;0.609;0.589;0.817;0.469
MG;31;3156700;Sabará;134.382;0.731;0.699;0.833;0.670
MG;31;3156809;Sabinópolis;15.987;0.638;0.637;0.812;0.502
MG;31;3156908;Sacramento;25.630;0.732;0.726;0.871;0.619
MG;31;3157005;Salinas;41.301;0.679;0.697;0.815;0.551
MG;31;3157104;Salto da Divisa;7.107;0.608;0.586;0.846;0.453
MG;31;3157203;Santa Bárbara;30.169;0.707;0.676;0.816;0.642
MG;31;3157252;Santa Bárbara do Leste;8.107;0.613;0.608;0.800;0.473
MG;31;3157278;Santa Bárbara do Monte Verde;3.037;0.606;0.617;0.823;0.438
MG;31;3157302;Santa Bárbara do Tugúrio;4.617;0.637;0.616;0.810;0.517
MG;31;3157336;Santa Cruz de Minas;8.429;0.706;0.660;0.839;0.636
MG;31;3157377;Santa Cruz de Salinas;4.383;0.577;0.548;0.757;0.463
MG;31;3157401;Santa Cruz do Escalvado;5.003;0.625;0.618;0.815;0.485
MG;31;3157500;Santa Efigênia de Minas;4.622;0.607;0.579;0.793;0.487
MG;31;3157609;Santa Fé de Minas;4.009;0.615;0.589;0.804;0.492
MG;31;3157658;Santa Helena de Minas;6.362;0.567;0.531;0.723;0.474
MG;31;3157708;Santa Juliana;12.939;0.706;0.726;0.868;0.558
MG;31;3157807;Santa Luzia;216.254;0.715;0.682;0.859;0.625
MG;31;3157906;Santa Margarida;15.982;0.610;0.635;0.785;0.455
